ST,CTY,NAICS,RCPTOT,ESTAB,Total_RCPTOT,Total_ESTAB,Year
17,65,23,3139,81,5011777,98534,2008
17,65,236,816,19,2153492,32338,2008
17,65,2361,366,10,1992913,29421,2008
17,65,237,79,4,127943,1440,2008
17,65,2371,71,3,5381,103,2008
17,65,2379,0,0,25023,453,2008
17,65,23799,0,0,25023,453,2008
17,65,238,2244,58,2721723,64638,2008
17,65,2381,758,11,410033,9180,2008
17,65,2382,621,10,488447,10856,2008
17,65,23821,138,6,207942,5156,2008
17,65,23822,165,3,243632,4899,2008
17,65,23829,0,0,23007,513,2008
17,65,2383,231,17,1002502,27217,2008
17,65,2389,634,20,814810,17245,2008
17,65,484,2277,23,2384304,27955,2008
17,65,4841,2250,22,2257333,26264,2008
17,65,48411,223,7,658061,8879,2008
17,65,4842,0,0,118178,1580,2008
17,65,4853,0,0,406368,13552,2008
17,67,23,6130,189,5011777,98534,2008
17,67,236,2813,68,2153492,32338,2008
17,67,2361,2301,60,1992913,29421,2008
17,67,237,271,7,127943,1440,2008
17,67,2372,0,0,70955,441,2008
17,67,23721,0,0,70955,441,2008
17,67,2373,0,0,10893,174,2008
17,67,23731,0,0,10893,174,2008
17,67,2379,0,0,25023,453,2008
17,67,23799,0,0,25023,453,2008
17,67,238,3046,114,2721723,64638,2008
17,67,2381,279,14,410033,9180,2008
17,67,2382,564,18,488447,10856,2008
17,67,23821,269,10,207942,5156,2008
17,67,23822,295,8,243632,4899,2008
17,67,2383,1345,45,1002502,27217,2008
17,67,2389,858,37,814810,17245,2008
17,67,484,6188,69,2384304,27955,2008
17,67,4841,5685,62,2257333,26264,2008
17,67,48411,1529,19,658061,8879,2008
17,67,4842,503,7,118178,1580,2008
17,69,23,872,25,5011777,98534,2008
17,69,236,468,10,2153492,32338,2008
17,69,2361,443,7,1992913,29421,2008
17,69,237,0,0,127943,1440,2008
17,69,2371,0,0,5381,103,2008
17,69,238,403,14,2721723,64638,2008
17,69,2381,0,0,410033,9180,2008
17,69,2382,83,3,488447,10856,2008
17,69,23821,0,0,207942,5156,2008
17,69,23822,0,0,243632,4899,2008
17,69,2383,92,5,1002502,27217,2008
17,69,2389,180,4,814810,17245,2008
17,69,484,1171,12,2384304,27955,2008
17,69,4841,1157,11,2257333,26264,2008
17,69,48411,0,0,658061,8879,2008
17,69,4842,0,0,118178,1580,2008
17,71,23,3952,83,5011777,98534,2008
17,71,236,1285,23,2153492,32338,2008
17,71,2361,1009,19,1992913,29421,2008
17,71,237,0,0,127943,1440,2008
17,71,2379,0,0,25023,453,2008
17,71,23799,0,0,25023,453,2008
17,71,238,2538,58,2721723,64638,2008
17,71,2381,1162,14,410033,9180,2008
17,71,2382,310,11,488447,10856,2008
17,71,23821,120,5,207942,5156,2008
17,71,23822,190,6,243632,4899,2008
17,71,2383,577,14,1002502,27217,2008
17,71,2389,489,19,814810,17245,2008
17,71,484,3092,43,2384304,27955,2008
17,71,4841,3028,41,2257333,26264,2008
17,71,48411,182,9,658061,8879,2008
17,71,4842,0,0,118178,1580,2008
17,73,23,17572,398,5011777,98534,2008
17,73,236,5167,108,2153492,32338,2008
17,73,2361,4773,95,1992913,29421,2008
17,73,237,563,14,127943,1440,2008
17,73,2371,0,0,5381,103,2008
17,73,2372,110,3,70955,441,2008
17,73,23721,110,3,70955,441,2008
17,73,2373,0,0,10893,174,2008
17,73,23731,0,0,10893,174,2008
17,73,2379,266,7,25023,453,2008
17,73,23799,266,7,25023,453,2008
17,73,238,11842,276,2721723,64638,2008
17,73,2381,1875,44,410033,9180,2008
17,73,2382,1313,32,488447,10856,2008
17,73,23821,390,12,207942,5156,2008
17,73,23822,711,14,243632,4899,2008
17,73,23829,212,6,23007,513,2008
17,73,2383,4154,117,1002502,27217,2008
17,73,2389,4500,83,814810,17245,2008
17,73,484,12291,120,2384304,27955,2008
17,73,4841,11686,110,2257333,26264,2008
17,73,48411,3897,45,658061,8879,2008
17,73,4842,605,10,118178,1580,2008
17,73,4853,44,3,406368,13552,2008
17,75,23,11453,321,5011777,98534,2008
17,75,236,2954,81,2153492,32338,2008
17,75,2361,2553,69,1992913,29421,2008
17,75,237,273,8,127943,1440,2008
17,75,2371,0,0,5381,103,2008
17,75,2372,0,0,70955,441,2008
17,75,23721,0,0,70955,441,2008
17,75,2373,0,0,10893,174,2008
17,75,23731,0,0,10893,174,2008
17,75,2379,0,0,25023,453,2008
17,75,23799,0,0,25023,453,2008
17,75,238,8226,232,2721723,64638,2008
17,75,2381,1357,46,410033,9180,2008
17,75,2382,1386,30,488447,10856,2008
17,75,23821,438,13,207942,5156,2008
17,75,23822,945,15,243632,4899,2008
17,75,23829,0,0,23007,513,2008
17,75,2383,3020,88,1002502,27217,2008
17,75,2389,2463,68,814810,17245,2008
17,75,484,15438,147,2384304,27955,2008
17,75,4841,14554,136,2257333,26264,2008
17,75,48411,4859,53,658061,8879,2008
17,75,4842,884,11,118178,1580,2008
17,75,4853,0,0,406368,13552,2008
17,77,23,17159,421,5011777,98534,2008
17,77,236,7755,168,2153492,32338,2008
17,77,2361,6026,142,1992913,29421,2008
17,77,237,384,10,127943,1440,2008
17,77,2371,0,0,5381,103,2008
17,77,2372,0,0,70955,441,2008
17,77,23721,0,0,70955,441,2008
17,77,2373,0,0,10893,174,2008
17,77,23731,0,0,10893,174,2008
17,77,2379,143,6,25023,453,2008
17,77,23799,143,6,25023,453,2008
17,77,238,9020,243,2721723,64638,2008
17,77,2381,3120,50,410033,9180,2008
17,77,2382,1276,33,488447,10856,2008
17,77,23821,1010,20,207942,5156,2008
17,77,23822,172,11,243632,4899,2008
17,77,23829,0,0,23007,513,2008
17,77,2383,2408,96,1002502,27217,2008
17,77,2389,2216,64,814810,17245,2008
17,77,484,6410,70,2384304,27955,2008
17,77,4841,6358,65,2257333,26264,2008
17,77,48411,1651,20,658061,8879,2008
17,77,4842,52,5,118178,1580,2008
17,77,4853,0,0,406368,13552,2008
17,79,23,4868,121,5011777,98534,2008
17,79,236,864,23,2153492,32338,2008
17,79,2361,736,22,1992913,29421,2008
17,79,237,0,0,127943,1440,2008
17,79,2371,0,0,5381,103,2008
17,79,2379,0,0,25023,453,2008
17,79,23799,0,0,25023,453,2008
17,79,238,3514,93,2721723,64638,2008
17,79,2381,0,0,410033,9180,2008
17,79,2382,0,0,488447,10856,2008
17,79,23822,0,0,243632,4899,2008
17,79,23829,0,0,23007,513,2008
17,79,2383,1056,42,1002502,27217,2008
17,79,2389,1081,28,814810,17245,2008
17,79,484,3557,40,2384304,27955,2008
17,79,4841,3492,39,2257333,26264,2008
17,79,48411,1494,15,658061,8879,2008
17,79,4842,0,0,118178,1580,2008
17,79,4853,0,0,406368,13552,2008
17,81,23,14443,354,5011777,98534,2008
17,81,236,5585,101,2153492,32338,2008
17,81,2361,2456,68,1992913,29421,2008
17,81,237,14,4,127943,1440,2008
17,81,2371,0,0,5381,103,2008
17,81,2379,11,3,25023,453,2008
17,81,23799,11,3,25023,453,2008
17,81,238,8844,249,2721723,64638,2008
17,81,2381,916,40,410033,9180,2008
17,81,2382,1565,28,488447,10856,2008
17,81,23821,254,9,207942,5156,2008
17,81,23822,1233,15,243632,4899,2008
17,81,23829,0,0,23007,513,2008
17,81,2383,1830,79,1002502,27217,2008
17,81,2389,4533,102,814810,17245,2008
17,81,484,7619,87,2384304,27955,2008
17,81,4841,7421,81,2257333,26264,2008
17,81,48411,1679,22,658061,8879,2008
17,81,4842,0,0,118178,1580,2008
17,81,4853,0,0,406368,13552,2008
17,83,23,10735,274,5011777,98534,2008
17,83,236,3707,82,2153492,32338,2008
17,83,2361,3470,73,1992913,29421,2008
17,83,237,428,9,127943,1440,2008
17,83,2372,0,0,70955,441,2008
17,83,23721,0,0,70955,441,2008
17,83,2373,0,0,10893,174,2008
17,83,23731,0,0,10893,174,2008
17,83,2379,171,4,25023,453,2008
17,83,23799,171,4,25023,453,2008
17,83,238,6600,183,2721723,64638,2008
17,83,2381,1087,41,410033,9180,2008
17,83,2382,701,29,488447,10856,2008
17,83,23821,162,10,207942,5156,2008
17,83,23822,537,18,243632,4899,2008
17,83,23829,0,0,23007,513,2008
17,83,2383,2518,62,1002502,27217,2008
17,83,2389,2294,51,814810,17245,2008
17,83,484,4291,53,2384304,27955,2008
17,83,4841,4163,49,2257333,26264,2008
17,83,48411,1717,27,658061,8879,2008
17,83,4842,128,4,118178,1580,2008
17,83,4853,0,0,406368,13552,2008
17,85,23,17590,352,5011777,98534,2008
17,85,236,9586,171,2153492,32338,2008
17,85,2361,8969,154,1992913,29421,2008
17,85,237,287,9,127943,1440,2008
17,85,2372,283,7,70955,441,2008
17,85,23721,283,7,70955,441,2008
17,85,2373,0,0,10893,174,2008
17,85,23731,0,0,10893,174,2008
17,85,2379,0,0,25023,453,2008
17,85,23799,0,0,25023,453,2008
17,85,238,7717,172,2721723,64638,2008
17,85,2381,1109,36,410033,9180,2008
17,85,2382,1734,19,488447,10856,2008
17,85,23821,89,5,207942,5156,2008
17,85,23822,1397,11,243632,4899,2008
17,85,23829,0,0,23007,513,2008
17,85,2383,2358,63,1002502,27217,2008
17,85,2389,2516,54,814810,17245,2008
17,85,484,8368,90,2384304,27955,2008
17,85,4841,7600,78,2257333,26264,2008
17,85,48411,1689,28,658061,8879,2008
17,85,4842,768,12,118178,1580,2008
17,85,4853,382,3,406368,13552,2008
17,87,23,5962,134,5011777,98534,2008
17,87,236,3444,49,2153492,32338,2008
17,87,2361,3185,39,1992913,29421,2008
17,87,237,0,0,127943,1440,2008
17,87,2373,0,0,10893,174,2008
17,87,23731,0,0,10893,174,2008
17,87,2379,0,0,25023,453,2008
17,87,23799,0,0,25023,453,2008
17,87,238,2479,82,2721723,64638,2008
17,87,2381,531,18,410033,9180,2008
17,87,2382,641,14,488447,10856,2008
17,87,23821,414,6,207942,5156,2008
17,87,23822,0,0,243632,4899,2008
17,87,23829,0,0,23007,513,2008
17,87,2383,409,19,1002502,27217,2008
17,87,2389,898,31,814810,17245,2008
17,87,484,2993,26,2384304,27955,2008
17,87,4841,2991,25,2257333,26264,2008
17,87,48411,117,3,658061,8879,2008
17,87,4842,0,0,118178,1580,2008
17,87,4853,0,0,406368,13552,2008
17,89,23,177081,3122,5011777,98534,2008
17,89,236,60786,715,2153492,32338,2008
17,89,2361,57621,641,1992913,29421,2008
17,89,237,3724,50,127943,1440,2008
17,89,2371,0,0,5381,103,2008
17,89,2372,1184,10,70955,441,2008
17,89,23721,1184,10,70955,441,2008
17,89,2373,1102,13,10893,174,2008
17,89,23731,1102,13,10893,174,2008
17,89,2379,638,21,25023,453,2008
17,89,23799,638,21,25023,453,2008
17,89,238,112571,2357,2721723,64638,2008
17,89,2381,17924,320,410033,9180,2008
17,89,2382,13082,308,488447,10856,2008
17,89,23821,5054,149,207942,5156,2008
17,89,23822,7171,142,243632,4899,2008
17,89,23829,857,17,23007,513,2008
17,89,2383,42130,999,1002502,27217,2008
17,89,2389,39435,730,814810,17245,2008
17,89,484,51861,607,2384304,27955,2008
17,89,4841,43529,520,2257333,26264,2008
17,89,48411,20790,275,658061,8879,2008
17,89,4842,8332,87,118178,1580,2008
17,89,4853,6140,173,406368,13552,2008
17,91,23,40830,797,5011777,98534,2008
17,91,236,15920,208,2153492,32338,2008
17,91,2361,14532,180,1992913,29421,2008
17,91,237,2036,21,127943,1440,2008
17,91,2371,8,3,5381,103,2008
17,91,2372,1588,9,70955,441,2008
17,91,23721,1588,9,70955,441,2008
17,91,2373,0,0,10893,174,2008
17,91,23731,0,0,10893,174,2008
17,91,2379,0,0,25023,453,2008
17,91,23799,0,0,25023,453,2008
17,91,238,22874,568,2721723,64638,2008
17,91,2381,3761,89,410033,9180,2008
17,91,2382,2579,86,488447,10856,2008
17,91,23821,706,33,207942,5156,2008
17,91,23822,1804,49,243632,4899,2008
17,91,23829,69,4,23007,513,2008
17,91,2383,7568,208,1002502,27217,2008
17,91,2389,8966,185,814810,17245,2008
17,91,484,16338,188,2384304,27955,2008
17,91,4841,15655,173,2257333,26264,2008
17,91,48411,4173,62,658061,8879,2008
17,91,4842,683,15,118178,1580,2008
17,91,4853,246,18,406368,13552,2008
17,93,23,39060,820,5011777,98534,2008
17,93,236,11328,180,2153492,32338,2008
17,93,2361,10475,159,1992913,29421,2008
17,93,237,1473,14,127943,1440,2008
17,93,2371,0,0,5381,103,2008
17,93,2372,760,4,70955,441,2008
17,93,23721,760,4,70955,441,2008
17,93,2373,0,0,10893,174,2008
17,93,23731,0,0,10893,174,2008
17,93,2379,0,0,25023,453,2008
17,93,23799,0,0,25023,453,2008
17,93,238,26259,626,2721723,64638,2008
17,93,2381,2554,77,410033,9180,2008
17,93,2382,4487,100,488447,10856,2008
17,93,23821,2372,58,207942,5156,2008
17,93,23822,1343,39,243632,4899,2008
17,93,23829,0,0,23007,513,2008
17,93,2383,10464,243,1002502,27217,2008
17,93,2389,8754,206,814810,17245,2008
17,93,484,17063,184,2384304,27955,2008
17,93,4841,15478,165,2257333,26264,2008
17,93,48411,7318,87,658061,8879,2008
17,93,4842,1585,19,118178,1580,2008
17,93,4853,1360,34,406368,13552,2008
17,95,23,11232,310,5011777,98534,2008
17,95,236,3661,89,2153492,32338,2008
17,95,2361,3499,80,1992913,29421,2008
17,95,237,738,7,127943,1440,2008
17,95,2371,0,0,5381,103,2008
17,95,2372,0,0,70955,441,2008
17,95,23721,0,0,70955,441,2008
17,95,2373,0,0,10893,174,2008
17,95,23731,0,0,10893,174,2008
17,95,2379,300,4,25023,453,2008
17,95,23799,300,4,25023,453,2008
17,95,238,6833,214,2721723,64638,2008
17,95,2381,1298,46,410033,9180,2008
17,95,2382,1552,24,488447,10856,2008
17,95,23821,734,9,207942,5156,2008
17,95,23822,818,15,243632,4899,2008
17,95,2383,2226,79,1002502,27217,2008
17,95,2389,1757,65,814810,17245,2008
17,95,484,7325,90,2384304,27955,2008
17,95,4841,7081,84,2257333,26264,2008
17,95,48411,2395,35,658061,8879,2008
17,95,4842,244,6,118178,1580,2008
17,95,4853,293,13,406368,13552,2008
17,97,23,313659,4727,5011777,98534,2008
17,97,236,130994,1292,2153492,32338,2008
17,97,2361,119842,1156,1992913,29421,2008
17,97,237,6195,70,127943,1440,2008
17,97,2371,1880,11,5381,103,2008
17,97,2372,2200,20,70955,441,2008
17,97,23721,2200,20,70955,441,2008
17,97,2373,1006,16,10893,174,2008
17,97,23731,1006,16,10893,174,2008
17,97,2379,1109,23,25023,453,2008
17,97,23799,1109,23,25023,453,2008
17,97,238,176470,3365,2721723,64638,2008
17,97,2381,25566,403,410033,9180,2008
17,97,2382,30730,590,488447,10856,2008
17,97,23821,15214,274,207942,5156,2008
17,97,23822,13745,279,243632,4899,2008
17,97,23829,1771,37,23007,513,2008
17,97,2383,63257,1330,1002502,27217,2008
17,97,2389,56917,1042,814810,17245,2008
17,97,484,62818,768,2384304,27955,2008
17,97,4841,58723,692,2257333,26264,2008
17,97,48411,15770,215,658061,8879,2008
17,97,4842,4095,76,118178,1580,2008
17,97,4853,18003,382,406368,13552,2008
17,99,23,35991,805,5011777,98534,2008
17,99,236,9596,176,2153492,32338,2008
17,99,2361,9031,150,1992913,29421,2008
17,99,237,1856,18,127943,1440,2008
17,99,2371,256,4,5381,103,2008
17,99,2372,639,5,70955,441,2008
17,99,23721,639,5,70955,441,2008
17,99,2373,0,0,10893,174,2008
17,99,23731,0,0,10893,174,2008
17,99,2379,621,7,25023,453,2008
17,99,23799,621,7,25023,453,2008
17,99,238,24539,611,2721723,64638,2008
17,99,2381,3812,102,410033,9180,2008
17,99,2382,5497,102,488447,10856,2008
17,99,23821,1727,48,207942,5156,2008
17,99,23822,3480,40,243632,4899,2008
17,99,23829,290,14,23007,513,2008
17,99,2383,7566,219,1002502,27217,2008
17,99,2389,7664,188,814810,17245,2008
17,99,484,25995,257,2384304,27955,2008
17,99,4841,24278,231,2257333,26264,2008
17,99,48411,10301,105,658061,8879,2008
17,99,4842,1717,26,118178,1580,2008
17,99,4853,692,20,406368,13552,2008
17,101,23,6757,119,5011777,98534,2008
17,101,236,1866,39,2153492,32338,2008
17,101,2361,1400,30,1992913,29421,2008
17,101,237,0,0,127943,1440,2008
17,101,2371,0,0,5381,103,2008
17,101,2372,0,0,70955,441,2008
17,101,23721,0,0,70955,441,2008
17,101,2379,0,0,25023,453,2008
17,101,23799,0,0,25023,453,2008
17,101,238,2157,76,2721723,64638,2008
17,101,2381,214,15,410033,9180,2008
17,101,2382,330,10,488447,10856,2008
17,101,23821,0,0,207942,5156,2008
17,101,23822,0,0,243632,4899,2008
17,101,23829,0,0,23007,513,2008
17,101,2383,973,28,1002502,27217,2008
17,101,2389,640,23,814810,17245,2008
17,101,484,4475,39,2384304,27955,2008
17,101,4841,4212,37,2257333,26264,2008
17,101,48411,1147,12,658061,8879,2008
17,101,4842,0,0,118178,1580,2008
17,103,23,12825,274,5011777,98534,2008
17,103,236,3027,64,2153492,32338,2008
17,103,2361,2836,58,1992913,29421,2008
17,103,237,838,12,127943,1440,2008
17,103,2371,0,0,5381,103,2008
17,103,2372,0,0,70955,441,2008
17,103,23721,0,0,70955,441,2008
17,103,2373,0,0,10893,174,2008
17,103,23731,0,0,10893,174,2008
17,103,2379,544,5,25023,453,2008
17,103,23799,544,5,25023,453,2008
17,103,238,8960,198,2721723,64638,2008
17,103,2381,1129,24,410033,9180,2008
17,103,2382,2553,34,488447,10856,2008
17,103,23821,752,21,207942,5156,2008
17,103,23822,1598,12,243632,4899,2008
17,103,23829,0,0,23007,513,2008
17,103,2383,2818,75,1002502,27217,2008
17,103,2389,2460,65,814810,17245,2008
17,103,484,10497,136,2384304,27955,2008
17,103,4841,9383,125,2257333,26264,2008
17,103,48411,4301,70,658061,8879,2008
17,103,4842,1114,11,118178,1580,2008
17,103,4853,52,4,406368,13552,2008
17,105,23,8499,231,5011777,98534,2008
17,105,236,1875,57,2153492,32338,2008
17,105,2361,1830,55,1992913,29421,2008
17,105,237,224,4,127943,1440,2008
17,105,2372,0,0,70955,441,2008
17,105,23721,0,0,70955,441,2008
17,105,2379,0,0,25023,453,2008
17,105,23799,0,0,25023,453,2008
17,105,238,6400,170,2721723,64638,2008
17,105,2381,899,34,410033,9180,2008
17,105,2382,928,31,488447,10856,2008
17,105,23821,180,11,207942,5156,2008
17,105,23822,737,19,243632,4899,2008
17,105,23829,0,0,23007,513,2008
17,105,2383,1232,47,1002502,27217,2008
17,105,2389,3341,58,814810,17245,2008
17,105,484,9017,83,2384304,27955,2008
17,105,4841,7010,73,2257333,26264,2008
17,105,48411,2623,35,658061,8879,2008
17,105,4842,2007,10,118178,1580,2008
17,105,4853,773,12,406368,13552,2008
17,107,23,6666,182,5011777,98534,2008
17,107,236,3327,76,2153492,32338,2008
17,107,2361,2869,68,1992913,29421,2008
17,107,237,0,0,127943,1440,2008
17,107,2372,0,0,70955,441,2008
17,107,23721,0,0,70955,441,2008
17,107,2379,0,0,25023,453,2008
17,107,23799,0,0,25023,453,2008
17,107,238,3210,104,2721723,64638,2008
17,107,2381,473,14,410033,9180,2008
17,107,2382,894,26,488447,10856,2008
17,107,23821,184,9,207942,5156,2008
17,107,23822,709,16,243632,4899,2008
17,107,23829,0,0,23007,513,2008
17,107,2383,829,32,1002502,27217,2008
17,107,2389,1014,32,814810,17245,2008
17,107,484,2667,45,2384304,27955,2008
17,107,4841,2641,44,2257333,26264,2008
17,107,48411,1279,23,658061,8879,2008
17,107,4842,0,0,118178,1580,2008
17,107,4853,0,0,406368,13552,2008
17,109,23,10345,241,5011777,98534,2008
17,109,236,5334,88,2153492,32338,2008
17,109,2361,4993,80,1992913,29421,2008
17,109,237,0,0,127943,1440,2008
17,109,2372,0,0,70955,441,2008
17,109,23721,0,0,70955,441,2008
17,109,2373,0,0,10893,174,2008
17,109,23731,0,0,10893,174,2008
17,109,2379,0,0,25023,453,2008
17,109,23799,0,0,25023,453,2008
17,109,238,4768,146,2721723,64638,2008
17,109,2381,1271,26,410033,9180,2008
17,109,2382,964,28,488447,10856,2008
17,109,23821,0,0,207942,5156,2008
17,109,23822,782,20,243632,4899,2008
17,109,2383,2028,64,1002502,27217,2008
17,109,2389,505,28,814810,17245,2008
17,109,484,6944,67,2384304,27955,2008
17,109,4841,6773,66,2257333,26264,2008
17,109,48411,1494,22,658061,8879,2008
17,109,4842,0,0,118178,1580,2008
17,111,23,175028,3036,5011777,98534,2008
17,111,236,63261,819,2153492,32338,2008
17,111,2361,57893,736,1992913,29421,2008
17,111,237,4974,44,127943,1440,2008
17,111,2371,0,0,5381,103,2008
17,111,2372,1918,13,70955,441,2008
17,111,23721,1918,13,70955,441,2008
17,111,2373,0,0,10893,174,2008
17,111,23731,0,0,10893,174,2008
17,111,2379,1011,21,25023,453,2008
17,111,23799,1011,21,25023,453,2008
17,111,238,106793,2173,2721723,64638,2008
17,111,2381,13599,265,410033,9180,2008
17,111,2382,16889,376,488447,10856,2008
17,111,23821,7842,174,207942,5156,2008
17,111,23822,7559,178,243632,4899,2008
17,111,23829,1488,24,23007,513,2008
17,111,2383,39491,876,1002502,27217,2008
17,111,2389,36814,656,814810,17245,2008
17,111,484,48765,524,2384304,27955,2008
17,111,4841,42555,462,2257333,26264,2008
17,111,48411,18074,211,658061,8879,2008
17,111,4842,6210,62,118178,1580,2008
17,111,4853,3601,99,406368,13552,2008
17,113,23,57707,1069,5011777,98534,2008
17,113,236,26397,310,2153492,32338,2008
17,113,2361,25517,275,1992913,29421,2008
17,113,237,4041,22,127943,1440,2008
17,113,2372,3622,14,70955,441,2008
17,113,23721,3622,14,70955,441,2008
17,113,2373,0,0,10893,174,2008
17,113,23731,0,0,10893,174,2008
17,113,2379,337,5,25023,453,2008
17,113,23799,337,5,25023,453,2008
17,113,238,27269,737,2721723,64638,2008
17,113,2381,3987,93,410033,9180,2008
17,113,2382,4472,89,488447,10856,2008
17,113,23821,1368,32,207942,5156,2008
17,113,23822,2805,46,243632,4899,2008
17,113,23829,299,11,23007,513,2008
17,113,2383,11288,326,1002502,27217,2008
17,113,2389,7522,229,814810,17245,2008
17,113,484,13123,158,2384304,27955,2008
17,113,4841,11575,139,2257333,26264,2008
17,113,48411,4210,64,658061,8879,2008
17,113,4842,1548,19,118178,1580,2008
17,113,4853,744,23,406368,13552,2008
17,115,23,21769,478,5011777,98534,2008
17,115,236,7584,128,2153492,32338,2008
17,115,2361,6851,110,1992913,29421,2008
17,115,237,899,15,127943,1440,2008
17,115,2372,602,7,70955,441,2008
17,115,23721,602,7,70955,441,2008
17,115,2373,0,0,10893,174,2008
17,115,23731,0,0,10893,174,2008
17,115,2379,120,5,25023,453,2008
17,115,23799,120,5,25023,453,2008
17,115,238,13286,335,2721723,64638,2008
17,115,2381,2638,46,410033,9180,2008
17,115,2382,1202,40,488447,10856,2008
17,115,23821,386,18,207942,5156,2008
17,115,23822,718,17,243632,4899,2008
17,115,23829,0,0,23007,513,2008
17,115,2383,3746,119,1002502,27217,2008
17,115,2389,5700,130,814810,17245,2008
17,115,484,12960,141,2384304,27955,2008
17,115,4841,12276,131,2257333,26264,2008
17,115,48411,5142,56,658061,8879,2008
17,115,4842,684,10,118178,1580,2008
17,115,4853,0,0,406368,13552,2008
17,117,23,15107,448,5011777,98534,2008
17,117,236,5349,120,2153492,32338,2008
17,117,2361,4586,105,1992913,29421,2008
17,117,237,647,8,127943,1440,2008
17,117,2371,0,0,5381,103,2008
