"ST","CTY","NAICS","Total_RCPTOT","Total_ESTAB","Year"
17,125,"2373",7950,143,2013
17,125,"23731",7950,143,2013
17,125,"2379",21179,303,2013
17,125,"23799",21179,303,2013
17,125,"238",2574210,58685,2013
17,125,"2381",374668,8041,2013
17,125,"2382",528225,11025,2013
17,125,"23821",199629,4880,2013
17,125,"23822",282807,5257,2013
17,125,"23829",26936,556,2013
17,125,"2383",894331,23342,2013
17,125,"2389",764732,15970,2013
17,125,"484",3051908,35936,2013
17,125,"4841",2944838,34314,2013
17,125,"48411",668734,8989,2013
17,125,"4842",93381,1464,2013
17,127,"23",4559957,91006,2013
17,127,"236",1890901,31148,2013
17,127,"2361",1713160,28345,2013
17,127,"237",85386,1033,2013
17,127,"2371",3849,90,2013
17,127,"2373",7950,143,2013
17,127,"23731",7950,143,2013
17,127,"2379",21179,303,2013
17,127,"23799",21179,303,2013
17,127,"238",2574210,58685,2013
17,127,"2381",374668,8041,2013
17,127,"2382",528225,11025,2013
17,127,"23821",199629,4880,2013
17,127,"23822",282807,5257,2013
17,127,"23829",26936,556,2013
17,127,"2383",894331,23342,2013
17,127,"2389",764732,15970,2013
17,127,"484",3051908,35936,2013
17,127,"4841",2944838,34314,2013
17,127,"48411",668734,8989,2013
17,127,"4842",93381,1464,2013
17,127,"4853",615023,18581,2013
17,129,"23",4559957,91006,2013
17,129,"236",1890901,31148,2013
17,129,"2361",1713160,28345,2013
17,129,"237",85386,1033,2013
17,129,"2379",21179,303,2013
17,129,"23799",21179,303,2013
17,129,"238",2574210,58685,2013
17,129,"2381",374668,8041,2013
17,129,"2382",528225,11025,2013
17,129,"23821",199629,4880,2013
17,129,"23822",282807,5257,2013
17,129,"2383",894331,23342,2013
17,129,"2389",764732,15970,2013
17,129,"484",3051908,35936,2013
17,129,"4841",2944838,34314,2013
17,129,"48411",668734,8989,2013
17,129,"4842",93381,1464,2013
17,131,"23",4559957,91006,2013
17,131,"236",1890901,31148,2013
17,131,"2361",1713160,28345,2013
17,131,"237",85386,1033,2013
17,131,"2371",3849,90,2013
17,131,"238",2574210,58685,2013
17,131,"2381",374668,8041,2013
17,131,"2382",528225,11025,2013
17,131,"23821",199629,4880,2013
17,131,"23822",282807,5257,2013
17,131,"23829",26936,556,2013
17,131,"2383",894331,23342,2013
17,131,"2389",764732,15970,2013
17,131,"484",3051908,35936,2013
17,131,"4841",2944838,34314,2013
17,131,"48411",668734,8989,2013
17,131,"4842",93381,1464,2013
17,131,"4853",615023,18581,2013
17,133,"23",4559957,91006,2013
17,133,"236",1890901,31148,2013
17,133,"2361",1713160,28345,2013
17,133,"237",85386,1033,2013
17,133,"2371",3849,90,2013
17,133,"2372",35876,233,2013
17,133,"23721",35876,233,2013
17,133,"2379",21179,303,2013
17,133,"23799",21179,303,2013
17,133,"238",2574210,58685,2013
17,133,"2381",374668,8041,2013
17,133,"2382",528225,11025,2013
17,133,"23821",199629,4880,2013
17,133,"23822",282807,5257,2013
17,133,"23829",26936,556,2013
17,133,"2383",894331,23342,2013
17,133,"2389",764732,15970,2013
17,133,"484",3051908,35936,2013
17,133,"4841",2944838,34314,2013
17,133,"48411",668734,8989,2013
17,133,"4842",93381,1464,2013
17,133,"4853",615023,18581,2013
17,135,"23",4559957,91006,2013
17,135,"236",1890901,31148,2013
17,135,"2361",1713160,28345,2013
17,135,"237",85386,1033,2013
17,135,"2371",3849,90,2013
17,135,"2373",7950,143,2013
17,135,"23731",7950,143,2013
17,135,"2379",21179,303,2013
17,135,"23799",21179,303,2013
17,135,"238",2574210,58685,2013
17,135,"2381",374668,8041,2013
17,135,"2382",528225,11025,2013
17,135,"23821",199629,4880,2013
17,135,"23822",282807,5257,2013
17,135,"23829",26936,556,2013
17,135,"2383",894331,23342,2013
17,135,"2389",764732,15970,2013
17,135,"484",3051908,35936,2013
17,135,"4841",2944838,34314,2013
17,135,"48411",668734,8989,2013
17,135,"4842",93381,1464,2013
17,135,"4853",615023,18581,2013
17,137,"23",4559957,91006,2013
17,137,"236",1890901,31148,2013
17,137,"2361",1713160,28345,2013
17,137,"237",85386,1033,2013
17,137,"2371",3849,90,2013
17,137,"2373",7950,143,2013
17,137,"23731",7950,143,2013
17,137,"2379",21179,303,2013
17,137,"23799",21179,303,2013
17,137,"238",2574210,58685,2013
17,137,"2381",374668,8041,2013
17,137,"2382",528225,11025,2013
17,137,"23821",199629,4880,2013
17,137,"23822",282807,5257,2013
17,137,"23829",26936,556,2013
17,137,"2383",894331,23342,2013
17,137,"2389",764732,15970,2013
17,137,"484",3051908,35936,2013
17,137,"4841",2944838,34314,2013
17,137,"48411",668734,8989,2013
17,137,"4842",93381,1464,2013
17,137,"4853",615023,18581,2013
17,139,"23",4559957,91006,2013
17,139,"236",1890901,31148,2013
17,139,"2361",1713160,28345,2013
17,139,"237",85386,1033,2013
17,139,"2379",21179,303,2013
17,139,"23799",21179,303,2013
17,139,"238",2574210,58685,2013
17,139,"2381",374668,8041,2013
17,139,"2382",528225,11025,2013
17,139,"23821",199629,4880,2013
17,139,"23822",282807,5257,2013
17,139,"23829",26936,556,2013
17,139,"2383",894331,23342,2013
17,139,"2389",764732,15970,2013
17,139,"484",3051908,35936,2013
17,139,"4841",2944838,34314,2013
17,139,"48411",668734,8989,2013
17,139,"4842",93381,1464,2013
17,139,"4853",615023,18581,2013
17,141,"23",4559957,91006,2013
17,141,"236",1890901,31148,2013
17,141,"2361",1713160,28345,2013
17,141,"237",85386,1033,2013
17,141,"2371",3849,90,2013
17,141,"2372",35876,233,2013
17,141,"23721",35876,233,2013
17,141,"2373",7950,143,2013
17,141,"23731",7950,143,2013
17,141,"2379",21179,303,2013
17,141,"23799",21179,303,2013
17,141,"238",2574210,58685,2013
17,141,"2381",374668,8041,2013
17,141,"2382",528225,11025,2013
17,141,"23821",199629,4880,2013
17,141,"23822",282807,5257,2013
17,141,"23829",26936,556,2013
17,141,"2383",894331,23342,2013
17,141,"2389",764732,15970,2013
17,141,"484",3051908,35936,2013
17,141,"4841",2944838,34314,2013
17,141,"48411",668734,8989,2013
17,141,"4842",93381,1464,2013
17,141,"4853",615023,18581,2013
17,143,"23",4559957,91006,2013
17,143,"236",1890901,31148,2013
17,143,"2361",1713160,28345,2013
17,143,"237",85386,1033,2013
17,143,"2372",35876,233,2013
17,143,"23721",35876,233,2013
17,143,"2373",7950,143,2013
17,143,"23731",7950,143,2013
17,143,"2379",21179,303,2013
17,143,"23799",21179,303,2013
17,143,"238",2574210,58685,2013
17,143,"2381",374668,8041,2013
17,143,"2382",528225,11025,2013
17,143,"23821",199629,4880,2013
17,143,"23822",282807,5257,2013
17,143,"23829",26936,556,2013
17,143,"2383",894331,23342,2013
17,143,"2389",764732,15970,2013
17,143,"484",3051908,35936,2013
17,143,"4841",2944838,34314,2013
17,143,"48411",668734,8989,2013
17,143,"4842",93381,1464,2013
17,143,"4853",615023,18581,2013
17,145,"23",4559957,91006,2013
17,145,"236",1890901,31148,2013
17,145,"2361",1713160,28345,2013
17,145,"237",85386,1033,2013
17,145,"2372",35876,233,2013
17,145,"23721",35876,233,2013
17,145,"2373",7950,143,2013
17,145,"23731",7950,143,2013
17,145,"238",2574210,58685,2013
17,145,"2381",374668,8041,2013
17,145,"2382",528225,11025,2013
17,145,"23821",199629,4880,2013
17,145,"23822",282807,5257,2013
17,145,"2383",894331,23342,2013
17,145,"2389",764732,15970,2013
17,145,"484",3051908,35936,2013
17,145,"4841",2944838,34314,2013
17,145,"48411",668734,8989,2013
17,145,"4842",93381,1464,2013
17,145,"4853",615023,18581,2013
17,147,"23",4559957,91006,2013
17,147,"236",1890901,31148,2013
17,147,"2361",1713160,28345,2013
17,147,"237",85386,1033,2013
17,147,"2372",35876,233,2013
17,147,"23721",35876,233,2013
17,147,"2379",21179,303,2013
17,147,"23799",21179,303,2013
17,147,"238",2574210,58685,2013
17,147,"2381",374668,8041,2013
17,147,"2382",528225,11025,2013
17,147,"23821",199629,4880,2013
17,147,"23822",282807,5257,2013
17,147,"2383",894331,23342,2013
17,147,"2389",764732,15970,2013
17,147,"484",3051908,35936,2013
17,147,"4841",2944838,34314,2013
17,147,"48411",668734,8989,2013
17,147,"4842",93381,1464,2013
17,147,"4853",615023,18581,2013
17,149,"23",4559957,91006,2013
17,149,"236",1890901,31148,2013
17,149,"2361",1713160,28345,2013
17,149,"237",85386,1033,2013
17,149,"2371",3849,90,2013
17,149,"2372",35876,233,2013
17,149,"23721",35876,233,2013
17,149,"2373",7950,143,2013
17,149,"23731",7950,143,2013
17,149,"2379",21179,303,2013
17,149,"23799",21179,303,2013
17,149,"238",2574210,58685,2013
17,149,"2381",374668,8041,2013
17,149,"2382",528225,11025,2013
17,149,"23821",199629,4880,2013
17,149,"23822",282807,5257,2013
17,149,"23829",26936,556,2013
17,149,"2383",894331,23342,2013
17,149,"2389",764732,15970,2013
17,149,"484",3051908,35936,2013
17,149,"4841",2944838,34314,2013
17,149,"48411",668734,8989,2013
17,149,"4842",93381,1464,2013
17,151,"23",4559957,91006,2013
17,151,"236",1890901,31148,2013
17,151,"2361",1713160,28345,2013
17,151,"237",85386,1033,2013
17,151,"2379",21179,303,2013
17,151,"23799",21179,303,2013
17,151,"238",2574210,58685,2013
17,151,"2381",374668,8041,2013
17,151,"2382",528225,11025,2013
17,151,"23821",199629,4880,2013
17,151,"23822",282807,5257,2013
17,151,"2383",894331,23342,2013
17,151,"2389",764732,15970,2013
17,151,"484",3051908,35936,2013
17,151,"4841",2944838,34314,2013
17,151,"48411",668734,8989,2013
17,151,"4842",93381,1464,2013
17,153,"23",4559957,91006,2013
17,153,"236",1890901,31148,2013
17,153,"2361",1713160,28345,2013
17,153,"237",85386,1033,2013
17,153,"2372",35876,233,2013
17,153,"23721",35876,233,2013
17,153,"2379",21179,303,2013
17,153,"23799",21179,303,2013
17,153,"238",2574210,58685,2013
17,153,"2381",374668,8041,2013
17,153,"2382",528225,11025,2013
17,153,"23821",199629,4880,2013
17,153,"2383",894331,23342,2013
17,153,"2389",764732,15970,2013
17,153,"484",3051908,35936,2013
17,153,"4841",2944838,34314,2013
17,153,"48411",668734,8989,2013
17,153,"4842",93381,1464,2013
17,155,"23",4559957,91006,2013
17,155,"236",1890901,31148,2013
17,155,"2361",1713160,28345,2013
17,155,"237",85386,1033,2013
17,155,"2372",35876,233,2013
17,155,"23721",35876,233,2013
17,155,"238",2574210,58685,2013
17,155,"2381",374668,8041,2013
17,155,"2382",528225,11025,2013
17,155,"23821",199629,4880,2013
17,155,"23822",282807,5257,2013
17,155,"23829",26936,556,2013
17,155,"2383",894331,23342,2013
17,155,"2389",764732,15970,2013
17,155,"484",3051908,35936,2013
17,155,"4841",2944838,34314,2013
17,155,"48411",668734,8989,2013
17,155,"4842",93381,1464,2013
17,157,"23",4559957,91006,2013
17,157,"236",1890901,31148,2013
17,157,"2361",1713160,28345,2013
17,157,"237",85386,1033,2013
17,157,"2372",35876,233,2013
17,157,"23721",35876,233,2013
17,157,"2379",21179,303,2013
17,157,"23799",21179,303,2013
17,157,"238",2574210,58685,2013
17,157,"2381",374668,8041,2013
17,157,"2382",528225,11025,2013
17,157,"23821",199629,4880,2013
17,157,"23822",282807,5257,2013
17,157,"23829",26936,556,2013
17,157,"2383",894331,23342,2013
17,157,"2389",764732,15970,2013
17,157,"484",3051908,35936,2013
17,157,"4841",2944838,34314,2013
17,157,"48411",668734,8989,2013
17,157,"4842",93381,1464,2013
17,157,"4853",615023,18581,2013
17,159,"23",4559957,91006,2013
17,159,"236",1890901,31148,2013
17,159,"2361",1713160,28345,2013
17,159,"237",85386,1033,2013
17,159,"2372",35876,233,2013
17,159,"23721",35876,233,2013
17,159,"238",2574210,58685,2013
17,159,"2381",374668,8041,2013
17,159,"2382",528225,11025,2013
17,159,"23821",199629,4880,2013
17,159,"23822",282807,5257,2013
17,159,"23829",26936,556,2013
17,159,"2383",894331,23342,2013
17,159,"2389",764732,15970,2013
17,159,"484",3051908,35936,2013
17,159,"4841",2944838,34314,2013
17,159,"48411",668734,8989,2013
17,159,"4842",93381,1464,2013
17,161,"23",4559957,91006,2013
17,161,"236",1890901,31148,2013
17,161,"2361",1713160,28345,2013
17,161,"237",85386,1033,2013
17,161,"2371",3849,90,2013
17,161,"2372",35876,233,2013
17,161,"23721",35876,233,2013
17,161,"2373",7950,143,2013
17,161,"23731",7950,143,2013
17,161,"2379",21179,303,2013
17,161,"23799",21179,303,2013
17,161,"238",2574210,58685,2013
17,161,"2381",374668,8041,2013
17,161,"2382",528225,11025,2013
17,161,"23821",199629,4880,2013
17,161,"23822",282807,5257,2013
17,161,"23829",26936,556,2013
17,161,"2383",894331,23342,2013
17,161,"2389",764732,15970,2013
17,161,"484",3051908,35936,2013
17,161,"4841",2944838,34314,2013
17,161,"48411",668734,8989,2013
17,161,"4842",93381,1464,2013
17,161,"4853",615023,18581,2013
17,163,"23",4559957,91006,2013
17,163,"236",1890901,31148,2013
17,163,"2361",1713160,28345,2013
17,163,"237",85386,1033,2013
17,163,"2371",3849,90,2013
17,163,"2372",35876,233,2013
17,163,"23721",35876,233,2013
17,163,"2373",7950,143,2013
17,163,"23731",7950,143,2013
17,163,"2379",21179,303,2013
17,163,"23799",21179,303,2013
17,163,"238",2574210,58685,2013
17,163,"2381",374668,8041,2013
17,163,"2382",528225,11025,2013
17,163,"23821",199629,4880,2013
17,163,"23822",282807,5257,2013
17,163,"23829",26936,556,2013
17,163,"2383",894331,23342,2013
17,163,"2389",764732,15970,2013
17,163,"484",3051908,35936,2013
17,163,"4841",2944838,34314,2013
17,163,"48411",668734,8989,2013
17,163,"4842",93381,1464,2013
17,163,"4853",615023,18581,2013
17,165,"23",4559957,91006,2013
17,165,"236",1890901,31148,2013
17,165,"2361",1713160,28345,2013
17,165,"237",85386,1033,2013
17,165,"2371",3849,90,2013
17,165,"2372",35876,233,2013
17,165,"23721",35876,233,2013
17,165,"2379",21179,303,2013
17,165,"23799",21179,303,2013
17,165,"238",2574210,58685,2013
17,165,"2381",374668,8041,2013
17,165,"2382",528225,11025,2013
17,165,"23821",199629,4880,2013
17,165,"23822",282807,5257,2013
17,165,"23829",26936,556,2013
17,165,"2383",894331,23342,2013
17,165,"2389",764732,15970,2013
17,165,"484",3051908,35936,2013
17,165,"4841",2944838,34314,2013
17,165,"48411",668734,8989,2013
17,165,"4842",93381,1464,2013
17,167,"23",4559957,91006,2013
17,167,"236",1890901,31148,2013
17,167,"2361",1713160,28345,2013
17,167,"237",85386,1033,2013
17,167,"2371",3849,90,2013
17,167,"2372",35876,233,2013
17,167,"23721",35876,233,2013
17,167,"2373",7950,143,2013
17,167,"23731",7950,143,2013
17,167,"2379",21179,303,2013
17,167,"23799",21179,303,2013
17,167,"238",2574210,58685,2013
17,167,"2381",374668,8041,2013
17,167,"2382",528225,11025,2013
17,167,"23821",199629,4880,2013
17,167,"23822",282807,5257,2013
17,167,"23829",26936,556,2013
17,167,"2383",894331,23342,2013
17,167,"2389",764732,15970,2013
17,167,"484",3051908,35936,2013
17,167,"4841",2944838,34314,2013
17,167,"48411",668734,8989,2013
17,167,"4842",93381,1464,2013
17,167,"4853",615023,18581,2013
17,169,"23",4559957,91006,2013
17,169,"236",1890901,31148,2013
17,169,"2361",1713160,28345,2013
17,169,"237",85386,1033,2013
17,169,"2379",21179,303,2013
17,169,"23799",21179,303,2013
17,169,"238",2574210,58685,2013
17,169,"2381",374668,8041,2013
17,169,"2382",528225,11025,2013
17,169,"23821",199629,4880,2013
17,169,"23822",282807,5257,2013
17,169,"2383",894331,23342,2013
17,169,"2389",764732,15970,2013
17,169,"484",3051908,35936,2013
17,169,"4841",2944838,34314,2013
17,169,"48411",668734,8989,2013
17,169,"4853",615023,18581,2013
17,171,"23",4559957,91006,2013
17,171,"236",1890901,31148,2013
17,171,"2361",1713160,28345,2013
17,171,"237",85386,1033,2013
17,171,"2371",3849,90,2013
17,171,"2373",7950,143,2013
17,171,"23731",7950,143,2013
17,171,"2379",21179,303,2013
17,171,"23799",21179,303,2013
17,171,"238",2574210,58685,2013
17,171,"2381",374668,8041,2013
17,171,"2382",528225,11025,2013
17,171,"23821",199629,4880,2013
17,171,"23822",282807,5257,2013
17,171,"23829",26936,556,2013
17,171,"2383",894331,23342,2013
17,171,"2389",764732,15970,2013
17,171,"484",3051908,35936,2013
17,171,"4841",2944838,34314,2013
17,171,"48411",668734,8989,2013
17,171,"4842",93381,1464,2013
17,173,"23",4559957,91006,2013
17,173,"236",1890901,31148,2013
17,173,"2361",1713160,28345,2013
17,173,"237",85386,1033,2013
17,173,"2379",21179,303,2013
17,173,"23799",21179,303,2013
17,173,"238",2574210,58685,2013
17,173,"2381",374668,8041,2013
17,173,"2382",528225,11025,2013
17,173,"23821",199629,4880,2013
17,173,"23822",282807,5257,2013
17,173,"23829",26936,556,2013
17,173,"2383",894331,23342,2013
17,173,"2389",764732,15970,2013
17,173,"484",3051908,35936,2013
17,173,"4841",2944838,34314,2013
17,173,"48411",668734,8989,2013
17,173,"4842",93381,1464,2013
17,175,"23",4559957,91006,2013
17,175,"236",1890901,31148,2013
17,175,"2361",1713160,28345,2013
17,175,"237",85386,1033,2013
17,175,"2373",7950,143,2013
17,175,"23731",7950,143,2013
17,175,"238",2574210,58685,2013
17,175,"2381",374668,8041,2013
17,175,"2382",528225,11025,2013
17,175,"23821",199629,4880,2013
17,175,"23822",282807,5257,2013
17,175,"2383",894331,23342,2013
17,175,"2389",764732,15970,2013
17,175,"484",3051908,35936,2013
17,175,"4841",2944838,34314,2013
17,175,"48411",668734,8989,2013
17,175,"4853",615023,18581,2013
17,177,"23",4559957,91006,2013
17,177,"236",1890901,31148,2013
17,177,"2361",1713160,28345,2013
17,177,"237",85386,1033,2013
17,177,"2373",7950,143,2013
17,177,"23731",7950,143,2013
17,177,"2379",21179,303,2013
17,177,"23799",21179,303,2013
17,177,"238",2574210,58685,2013
17,177,"2381",374668,8041,2013
17,177,"2382",528225,11025,2013
17,177,"23821",199629,4880,2013
17,177,"23822",282807,5257,2013
17,177,"23829",26936,556,2013
17,177,"2383",894331,23342,2013
17,177,"2389",764732,15970,2013
17,177,"484",3051908,35936,2013
17,177,"4841",2944838,34314,2013
17,177,"48411",668734,8989,2013
17,177,"4842",93381,1464,2013
17,177,"4853",615023,18581,2013
17,179,"23",4559957,91006,2013
17,179,"236",1890901,31148,2013
17,179,"2361",1713160,28345,2013
17,179,"237",85386,1033,2013
17,179,"2371",3849,90,2013
17,179,"2372",35876,233,2013
17,179,"23721",35876,233,2013
17,179,"2373",7950,143,2013
17,179,"23731",7950,143,2013
17,179,"2379",21179,303,2013
17,179,"23799",21179,303,2013
17,179,"238",2574210,58685,2013
17,179,"2381",374668,8041,2013
17,179,"2382",528225,11025,2013
17,179,"23821",199629,4880,2013
17,179,"23822",282807,5257,2013
17,179,"23829",26936,556,2013
17,179,"2383",894331,23342,2013
17,179,"2389",764732,15970,2013
17,179,"484",3051908,35936,2013
17,179,"4841",2944838,34314,2013
17,179,"48411",668734,8989,2013
17,179,"4842",93381,1464,2013
17,179,"4853",615023,18581,2013
17,181,"23",4559957,91006,2013
17,181,"236",1890901,31148,2013
17,181,"2361",1713160,28345,2013
17,181,"237",85386,1033,2013
17,181,"2379",21179,303,2013
17,181,"23799",21179,303,2013
17,181,"238",2574210,58685,2013
17,181,"2381",374668,8041,2013
17,181,"2382",528225,11025,2013
17,181,"23821",199629,4880,2013
17,181,"23822",282807,5257,2013
17,181,"23829",26936,556,2013
17,181,"2383",894331,23342,2013
17,181,"2389",764732,15970,2013
17,181,"484",3051908,35936,2013
17,181,"4841",2944838,34314,2013
17,181,"48411",668734,8989,2013
17,181,"4842",93381,1464,2013
17,181,"4853",615023,18581,2013
17,183,"23",4559957,91006,2013
